EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,
15, 27, 2020, Accidental, 289, 413, 420, eco16, 0.1, 1, 289, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.01, 0, 0, 6, 2.1, 29.7, 29.7, 0, 0, 0.59, 45.3, 0, 0, 
16, 29, 2020, Accidental, 266, 386, 371, eco164, 8.5, 1, 266, InitialAttack, 1, 0.8, 0.88, 0.88, 414, 414, 1.2, 1, 0, 0, 0.08, 0, 0, 23, 14.2, 43.9, 43.4, 0.5, 0, 0.98, 65.1, 0, 0, 
17, 30, 2020, Accidental, 156, 432, 421, eco106, 4.7, 1, 156, InitialAttack, 1, 0.8, 1, 1, 1206, 1206, 2, 0, 1, 0, 0.55, 0, 2, 14, 143, 60.4, 36.3, 0, 24.1, 1.06, 94.6, 0, 0, 
18, 30, 2020, Lightning, 231, 396, 425, eco16, 19.7, 1, 231, InitialAttack, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 41.9, 38.6, 3.4, 0, 1.09, 59.6, 0, 0, 
19, 31, 2020, Lightning, 291, 337, 428, eco12, 13, 1, 291, InitialAttack, 1, 0.8, 0.64, 0.64, 475, 475, 1.3, 1, 0, 0, 0.03, 0, 0, 11, 3.7, 72.6, 66.3, 6.4, 0, 1.82, 104.3, 0, 0, 
20, 32, 2020, Accidental, 299, 340, 382, eco14, 0.2, 1, 299, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.03, 0, 0, 18, 13.1, 28.4, 28.4, 0, 0, 0.6, 42.7, 0, 0, 
21, 33, 2020, Accidental, 207, 322, 395, eco45, 0, 1, 207, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4.8, 4.8, 0, 0, 0.12, 6.7, 0, 0, 
22, 34, 2020, Accidental, 215, 439, 434, eco108, 5.5, 1, 215, InitialAttack, 1, 0.8, 0.67, 0.67, 459, 459, 1.3, 0, 1, 0, 0.17, 0, 1, 15, 48.3, 53.3, 47.2, 0, 6.2, 1.12, 80.2, 0, 0, 
23, 35, 2020, Accidental, 232, 356, 415, eco109, 23.3, 2, 233, Contained, 3, 2.4, 1.9, 3, 1623, 2542, 2.9, 0.33, 0.67, 0, 0.06, 0, 8, 69, 56.8, 217.9, 187.8, 15.8, 14.2, 5.07, 319.6, 232, 23.3, 
24, 35, 2020, Lightning, 300, 377, 392, eco17, 0, 1, 300, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.03, 0, 0, 26, 13.2, 37.1, 35.6, 1.5, 0, 0.81, 55.4, 0, 0, 
25, 36, 2020, Accidental, 220, 357, 401, eco14, 0.8, 1, 220, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.01, 0, 0, 20, 7.3, 46.5, 46.5, 0, 0, 1.02, 69.4, 0, 0, 
26, 36, 2020, Lightning, 255, 423, 369, eco164, 1.8, 1, 255, Unsustained, 1, 0.8, 0, 0, 0, 0, 0, 1, 0, 0, 0.13, 0, 0, 12, 28.2, 31.3, 31.3, 0, 0, 0.7, 46.3, 0, 0, 
27, 40, 2020, Accidental, 213, 337, 422, eco44, 8.5, 1, 213, InitialAttack, 1, 0.8, 1.46, 1.46, 622, 622, 1.5, 1, 0, 0, 0.03, 0, 0, 15, 13.2, 43.6, 41.2, 2.4, 0, 0.99, 64.3, 0, 0, 
