EventID,SimulationYear,CalendarYear,Cause,IgnitionDay,IgnitionRow,IgnitionColumn,Ecoregion,IgnitionFWI,DaysActive,EndDay,EndReason,Cells,AreaHa,MeanRos,MaxRos,MeanIntensity,MaxIntensity,MaxFlameLength,FractionSurface,FractionPassive,FractionActive,MeanCanopyMortality,FractionHighSeverity,CohortsKilled,CohortsPartial,BiomassKilledMg,ConsumptionMg,SurfaceConsumptionMg,DuffConsumptionMg,CanopyConsumptionMg,PM25Mg,CO2Mg,PeakDay,PeakDayFWI,seed
11,20,2020,Accidental,266,431,433,eco100,9.8,1,266,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.09,0,0,30,20.3,50.2,40.3,9.9,0,1.14,74.2,0,0,3333
12,23,2020,Accidental,276,342,360,eco16,5.5,1,276,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.08,0,0,17,11.2,29,24.3,4.7,0,0.67,42.6,0,0,3333
13,27,2020,Accidental,235,344,423,eco14,18.4,1,235,InitialAttack,6,4.9,1.44,1.91,1446,2197,2.7,0,1,0,0.09,0,10,115,218.2,511.6,338.3,106.8,66.5,11.19,762.6,235,18.4,3333
14,30,2020,Accidental,222,355,340,eco61,26.9,4,225,Contained,627,507.9,4.04,26.01,4593,44993,33.6,0.09,0.89,0.03,0.59,0.54,4902,8950,94132.9,36445.3,24547.2,2244.4,9653.7,713.66,55762.3,224,25.1,3333
15,31,2020,Accidental,231,424,375,eco20,16.9,2,232,Contained,39,31.6,4.32,13.16,5257,26244,23.5,0.03,0.85,0.13,0.75,0.67,271,307,5410.6,1972.3,1258.7,0.2,713.5,36.02,3062.4,231,16.9,3333
16,34,2020,Accidental,261,334,438,eco12,10.4,1,261,InitialAttack,1,0.8,0.11,0.11,54,54,0.5,1,0,0,0.03,0,0,11,8.6,59.9,52,7.9,0,1.36,88.4,0,0,3333
17,35,2020,Accidental,214,370,382,eco109,24.5,5,218,Weather,297,240.6,4.68,14.77,4497,32698,27.2,0.06,0.92,0.02,0.49,0.45,1505,4767,38309.9,14683.8,10815.7,234.9,3633.3,283.43,22537,216,27.4,3333
18,35,2020,Accidental,239,431,440,eco106,33.7,2,240,Contained,37,30,4.23,8.71,5474,10520,5.5,0,1,0,0.67,0.73,211,604,6974.5,2855.4,1726.1,361.9,767.5,56.97,4350.7,240,16.5,3333
19,35,2020,Accidental,285,330,380,eco39,22.3,1,285,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,12.3,9,3.2,0,0.32,17.4,0,0,3333
20,35,2020,Accidental,290,327,355,eco45,29.4,1,290,InitialAttack,4,3.2,1.28,1.49,805,1284,2.1,0,1,0,0.2,0,2,45,97.9,241.6,165.9,58.5,17.1,5.46,357.1,290,29.4,3333
21,35,2020,Accidental,293,410,364,eco168,39.5,1,293,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,12,9,2.9,0,0.31,17,0,0,3333
22,37,2020,Accidental,233,368,416,eco100,18.6,1,233,InitialAttack,5,4.1,1.48,2.14,838,1638,2.3,0,1,0,0.32,0,4,61,213,228.9,173.2,22.4,33.3,4.86,343.8,233,18.6,3333
23,41,2017,Accidental,242,327,355,eco45,32.8,2,243,Contained,197,159.6,4.94,16.73,2791,16149,6.7,0.13,0.87,0,0.53,0.51,1080,2291,9658,9260.9,6613.5,1639.1,1008.4,200,13849.7,243,26.7,4444
24,45,2017,Lightning,193,428,417,eco106,0,1,193,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.13,0,0,15,10.6,17.2,17.2,0,0,0.4,25.1,0,0,4444
25,48,2017,Accidental,180,327,427,eco44,19.6,3,182,Contained,219,177.4,6.03,25.08,6549,46361,34.3,0.09,0.84,0.08,0.61,0.57,1872,3064,31806.2,9467,5839.8,0,3627.1,167.36,14793.7,181,20.5,4444
26,48,2017,Lightning,234,412,432,eco16,32.4,2,235,Contained,399,323.2,3.88,14.3,3320,22808,16.3,0.12,0.88,0,0.51,0.5,2129,6098,32768.2,24334.9,15009.7,5199.6,4125.6,523.84,36421.8,235,21.7,4444
27,56,2017,Accidental,264,382,395,eco164,8.8,1,264,InitialAttack,1,0.8,0.5,0.5,168,168,0.8,0,1,0,0.02,0,0,23,6.7,33.8,32.5,0,1.4,0.68,51.5,0,0,4444
28,57,2017,Lightning,212,352,403,eco14,18,1,212,InitialAttack,5,4.1,1.03,3.17,1111,4717,3.8,0.6,0.4,0,0.14,0,9,101,332,238.7,207.5,0,31.3,4.77,363.6,212,18,4444
29,57,2017,Accidental,221,346,333,eco125,7.6,1,221,InitialAttack,1,0.8,0.28,0.28,112,112,0.7,0,1,0,0.09,0,0,22,18.1,36.6,33.5,0,3.1,0.77,55.1,0,0,4444
30,57,2017,Accidental,260,347,332,eco125,17.4,1,260,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,16.3,13.3,3.1,0,0.42,23.3,0,0,4444
31,57,2017,Accidental,276,423,398,eco16,6.1,1,276,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,0,0,0.25,13.5,0,0,4444
32,61,2017,Accidental,236,420,433,eco100,8,1,236,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.07,0,0,17,4.7,14.8,13.6,1.2,0,0.34,21.8,0,0,4444
33,65,2017,Accidental,241,423,400,eco164,14.3,1,241,InitialAttack,3,2.4,4.3,4.69,3598,5263,4,0,1,0,0.9,1,14,16,393.1,128.1,75,6.7,46.3,2.42,197.5,241,14.3,4444
34,68,2017,Accidental,201,438,416,eco14,5.8,1,201,InitialAttack,1,0.8,0.93,0.93,323,323,1.1,1,0,0,0,0,0,0,0,40.8,40.8,0,0,0.84,61.8,0,0,4444
35,68,2017,Accidental,233,352,359,eco100,13.1,1,233,InitialAttack,1,0.8,1.3,1.3,790,790,1.7,0,1,0,0.47,0,1,19,85.5,34.3,23.6,0,10.7,0.64,52.9,0,0,4444
36,68,2017,Lightning,262,354,383,eco100,26.4,2,263,Contained,91,73.7,4.5,22.99,5622,46233,34.3,0.04,0.84,0.12,0.65,0.63,789,1028,11979.5,5463.2,3424.9,614.3,1424,109.05,8323.4,263,25.2,4444
37,69,2017,Accidental,200,330,404,eco51,16.5,1,200,InitialAttack,9,7.3,1.5,3.07,1556,3317,3.2,0.11,0.89,0,0.51,0.33,35,125,1019.8,482.9,340.2,8.1,134.6,9.3,741.6,200,16.5,4444
38,69,2017,Accidental,303,373,354,eco100,0,1,303,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.22,0,0,8,10,9.8,9.8,0,0,0.23,14.4,0,0,4444
39,70,2017,Lightning,187,350,360,eco16,0.9,1,187,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.08,0,0,34,29.1,34.6,34.6,0,0,0.74,51.9,0,0,4444
40,71,2017,Accidental,264,381,348,eco100,24.2,1,264,InitialAttack,7,5.7,2.24,4.32,1382,2650,2.9,0,1,0,0.54,0.43,23,68,551.1,295.1,207.5,36.5,51.1,6.27,443,264,24.2,4444
41,74,2017,Lightning,270,427,369,eco164,0,1,270,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.09,0,0,15,19.2,31.9,31.9,0,0,0.7,47.6,0,0,4444
42,77,2017,Accidental,241,354,359,eco100,12.1,1,241,InitialAttack,1,0.8,0.74,0.74,152,152,0.8,0,1,0,0.26,0,0,6,14.1,16,12.5,1.6,1.9,0.36,23.8,0,0,4444
43,80,2017,Accidental,295,431,402,eco14,3,1,295,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.05,0,0,1,0.6,4.5,4.5,0,0,0.11,6.5,0,0,4444
44,83,1996,Lightning,207,334,385,eco14,16.9,1,207,InitialAttack,9,7.3,2.7,4.54,1456,3476,3.3,0,1,0,0.41,0.11,43,190,533,274.9,203.7,0,71.2,5.36,421.1,207,16.9,5555
45,83,1996,Accidental,281,343,425,eco14,5,1,281,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,4,1,21.1,21.1,0,0,0.47,31.4,0,0,5555
46,85,1996,Accidental,249,359,388,eco109,39.7,8,256,Contained,3305,2677.1,3.97,26.57,3354,29454,25.4,0.1,0.9,0,0.45,0.42,14193,59248,269777.5,197150.2,121312.2,41233.7,34604.4,4246.56,295027.7,256,36.6,5555
47,86,1996,Accidental,261,348,332,eco125,0.8,1,261,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.1,0,0,32,20.7,23.1,23.1,0,0,0.52,34.2,0,0,5555
48,89,1996,Lightning,191,349,357,eco16,3.3,1,191,InitialAttack,1,0.8,0.2,0.2,41,41,0.4,0,1,0,0.13,0,0,15,13.9,16.1,14.8,0,1.3,0.36,23.9,0,0,5555
49,89,1996,Accidental,205,339,427,eco12,7.9,1,205,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.04,0,0,9,1.3,12.4,12.4,0,0,0.31,17.8,0,0,5555
50,91,1996,Accidental,304,435,331,eco38,0,1,304,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.11,0,0,13,15.2,20.2,20.2,0,0,0.46,29.7,0,0,5555
51,92,1996,Accidental,172,340,375,eco14,0.2,1,172,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.05,0,0,18,16.4,26.4,26.4,0,0,0.57,39.4,0,0,5555
52,95,1996,Lightning,148,346,423,eco14,0.1,1,148,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.06,0,0,7,2.4,10.3,10.3,0,0,0.25,15,0,0,5555
53,97,1996,Lightning,234,380,406,eco17,15.3,1,234,InitialAttack,1,0.8,0.27,0.27,223,223,0.9,1,0,0,0.02,0,0,20,2,75.5,73.5,2,0,1.91,108.1,0,0,5555
54,98,1996,Lightning,175,363,395,eco14,13.4,1,175,InitialAttack,1,0.8,0.38,0.38,79,79,0.6,1,0,0,0.04,0,1,16,14.5,22.8,22.8,0,0,0.45,34.7,0,0,5555
55,98,1996,Accidental,199,377,427,eco100,15.3,1,199,InitialAttack,1,0.8,0.27,0.27,118,118,0.7,1,0,0,0.03,0,0,15,1.4,39.6,39.2,0.4,0,0.99,56.8,0,0,5555
56,99,1996,Lightning,228,387,429,eco100,21.7,1,228,InitialAttack,1,0.8,0.76,0.76,238,238,1,0,1,0,0.04,0,1,10,6.6,31.3,25.9,4.5,0.9,0.74,45.7,0,0,5555
57,99,1996,Accidental,229,411,425,eco16,27.2,3,231,Contained,179,145,2.38,18.59,2782,40821,31.5,0.26,0.72,0.03,0.29,0.25,701,3191,13519,12566.6,8241.4,2389.8,1935.4,268.14,18848.9,231,20.7,5555
58,100,1996,Accidental,182,339,358,eco16,1.7,1,182,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.06,0,0,36,21.8,34.3,34.3,0,0,0.71,51.8,0,0,5555
59,101,1996,Accidental,182,343,334,eco125,7.7,1,182,InitialAttack,1,0.8,0.63,0.63,163,163,0.8,1,0,0,0.04,0,0,28,15.5,27.5,27.5,0,0,0.57,41.7,0,0,5555
60,102,1996,Accidental,169,430,371,eco164,0.1,1,169,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.15,0,0,11,15.2,15.8,15.8,0,0,0.35,23.5,0,0,5555
61,103,1996,Lightning,213,428,367,eco164,12.4,2,214,Contained,4,3.2,3.54,6.09,3947,9403,5.2,0,1,0,0.85,0.75,31,30,514.1,176.8,96.6,0,80.2,3.03,277.9,213,12.4,5555
62,103,1996,Lightning,241,408,411,eco16,22.5,1,241,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,13.1,10.6,2.4,0,0.34,18.6,0,0,5555
63,106,1996,Accidental,290,350,368,eco100,14.3,1,290,InitialAttack,2,1.6,1.98,2.15,1273,1503,2.2,0,1,0,0.11,0,5,53,63.4,113.2,83.8,16.8,12.6,2.44,169.5,290,14.3,5555
64,111,1996,Lightning,189,366,374,eco100,19.2,1,189,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0.78,0,0,1,0.8,6.7,6.7,0,0,0.17,9.5,0,0,5555
65,111,1996,Accidental,223,417,419,eco16,17.9,1,223,InitialAttack,13,10.5,1.88,2.74,2538,4166,3.6,0.15,0.85,0,0.47,0.38,67,231,1839,1087.4,698.9,138.7,249.7,22.22,1647.9,223,17.9,5555
66,114,1996,Accidental,183,439,406,eco14,2.1,1,183,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.03,0,0,24,14.7,29.8,29.8,0,0,0.62,45,0,0,5555
67,118,1996,Accidental,261,413,393,eco164,9,1,261,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.54,0,0,1,13.2,13.4,11,2.5,0,0.33,19.4,0,0,5555
68,118,1996,Lightning,271,394,437,eco16,33.5,2,272,Contained,108,87.5,4.96,17.61,7068,36153,29.1,0.05,0.85,0.1,0.73,0.72,863,883,20212.5,9247.1,5406.1,1712.3,2128.7,192.85,13946.5,271,33.5,5555
69,120,1996,Accidental,280,391,411,eco100,22.4,1,280,InitialAttack,1,0.8,1.55,1.55,1145,1145,2,1,0,0,0.07,0,0,24,14,89.5,73.1,16.4,0,2.05,131.8,0,0,5555
70,121,1991,Lightning,284,379,346,eco100,24.4,1,284,InitialAttack,45,36.5,5.28,12.02,2560,7632,4.7,0.2,0.8,0,0.64,0.53,241,322,1877.8,1942.5,1400.1,359.7,182.7,43.11,2885,284,24.4,6666
71,123,1991,Accidental,145,365,434,eco100,0.5,1,145,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,12.5,12.5,0,0,0.32,17.9,0,0,6666
72,130,1991,Lightning,146,335,378,eco14,4,1,146,InitialAttack,1,0.8,0.89,0.89,316,316,1.1,1,0,0,0,0,1,11,2.3,43.5,43.5,0,0,0.84,66.7,0,0,6666
73,130,1991,Lightning,269,341,345,eco125,14.2,1,269,InitialAttack,5,4.1,4.18,5.97,2195,3530,3.3,0,1,0,0.68,0.4,21,71,350.3,161.5,112.6,1.9,47,3.14,247.5,269,14.2,6666
74,135,1991,Lightning,181,404,435,eco106,0.1,1,181,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.02,0,0,20,8.9,29.7,29.7,0,0,0.59,45.3,0,0,6666
75,141,1991,Accidental,300,401,432,eco106,0,1,300,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.08,0,0,30,27,40.4,36.8,3.7,0,0.9,60.1,0,0,6666
76,146,1991,Accidental,243,388,422,eco100,18.1,2,244,Contained,4,3.2,2.66,3.78,2648,5664,4.1,0,1,0,0.45,0.25,6,83,487.2,251.2,171,23.4,56.9,5.05,382.2,243,18.1,6666
77,147,1991,Accidental,123,347,368,eco16,3.5,1,123,InitialAttack,1,0.8,1.13,1.13,380,380,1.2,1,0,0,0.02,0,0,20,7.2,32.8,32.8,0,0,0.65,50,0,0,6666
78,149,1991,Lightning,140,427,403,eco14,0,1,140,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.09,0,0,20,29.8,29.3,29.3,0,0,0.62,44,0,0,6666
79,149,1991,Accidental,222,325,373,eco45,14.3,1,222,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1,7.1,0.1,0,0.18,10.2,0,0,6666
80,150,1991,Lightning,242,379,356,eco20,23.4,1,242,InitialAttack,1,0.8,0,0,0,0,0,1,0,0,0.04,0,0,3,0.7,16.3,14.8,1.5,0,0.41,23.2,0,0,6666
81,152,1991,Lightning,158,332,356,eco45,12.5,1,158,InitialAttack,1,0.8,1.39,1.39,224,224,0.9,0,1,0,0.26,0,0,5,13,11.3,9.6,0,1.7,0.24,17.1,0,0,6666
82,152,1991,Accidental,167,373,428,eco100,6.6,1,167,InitialAttack,1,0.8,0.9,0.9,390,390,1.2,0,1,0,0.06,0,1,40,23.9,38.6,34.5,0,4.1,0.76,59,0,0,6666
83,154,1991,Lightning,229,367,433,eco100,11.4,1,229,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,6.2,0.2,0,0.17,9.1,0,0,6666
84,156,1991,Accidental,159,339,370,eco16,7.6,1,159,InitialAttack,1,0.8,2.99,2.99,1106,1106,1.9,0,1,0,0.17,0,0,10,47.5,22.4,17,0,5.4,0.42,34.6,0,0,6666
85,159,1991,Accidental,193,427,433,eco106,7.4,1,193,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.84,0,0,1,0.2,5.8,5.5,0.3,0,0.15,8.2,0,0,6666
86,160,1991,Lightning,273,386,361,eco20,0,1,273,Unsustained,1,0.8,0,0,0,0,0,1,0,0,0.04,0,0,28,15.5,25.9,24.6,1.3,0,0.58,38.4,0,0,6666
